Age,DailyRate,DistanceFromHome,Education,EmployeeNumber,EnvironmentSatisfaction,HourlyRate,JobInvolvement,JobLevel,JobSatisfaction,MonthlyIncome,MonthlyRate,NumCompaniesWorked,PercentSalaryHike,PerformanceRating,RelationshipSatisfaction,StockOptionLevel,TotalWorkingYears,TrainingTimesLastYear,WorkLifeBalance,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager,Attrition_Yes,BusinessTravel_N,BusinessTravel_R,Department_Re&De,Department_Sales,EducationField_LE,EducationField_Marketing,EducationField_Medical,EducationField_Other,EducationField_TD,Gender_Male,JobRole_Healthcare,JobRole_LT,JobRole_MD,JobRole_Manager,JobRole_RD,JobRole_RS,JobRole_SE,JobRole_SR,MaritalStatus_Married,MaritalStatus_Single,OverTime_Yes
22,1123,0.9950865624889356,2,22,4,96,4,1,4,-0.8552315754184336,7324,-0.5864173580242138,13,3,2,2,-2.292544621589625,2,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True
53,1219,-1.0316074699401947,4,23,1,78,2,4,4,1.643139481531159,22021,0.019234092976174,16,3,3,0,1.6774064270166889,3,3,1.9116356489170825,1.0310406461599277,0.7387994420424154,0.9049235229276625,False,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False
38,371,-1.0316074699401947,3,24,4,45,3,1,4,-0.41040912021823284,4306,1.0546020870847297,11,3,3,0,-0.49876697958303323,3,3,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True
24,673,0.5881278001062117,2,26,1,96,4,2,3,-0.38504962081773697,8232,-1.6217853521327694,18,3,4,1,-0.7194887361547153,5,2,-0.2673643643857992,-0.3528710041543192,-0.11727146504788616,0.04493463955819317,False,True,False,True,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False
36,1218,0.37510474792386383,4,27,3,82,2,1,1,-0.6307467094475551,6986,1.484318630192897,23,4,2,0,0.14841116175654057,4,3,-0.026393511770457165,0.009519418526307482,-0.9733423721381878,0.04493463955819317,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False
34,419,0.11438560306990991,4,28,1,53,3,3,2,1.2641317381071397,21293,-1.6217853521327694,11,3,3,0,0.49372078256854574,4,3,0.9955165128995432,0.7144622055422116,0.38349791355828505,1.4079847707358624,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False
21,391,0.9242532380931131,2,30,3,96,3,1,4,-2.1616835726385,19281,-0.5864173580242138,14,3,4,0,-3.285032383741204,6,3,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False
34,699,-0.041631410602158754,1,31,2,83,3,1,1,-0.8424637642750622,17102,0.019234092976174,11,3,3,0,-0.1389206128713836,2,3,-0.2673643643857992,-0.3528710041543192,-0.11727146504788616,0.04493463955819317,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
53,1282,-0.22173983491699154,3,32,3,58,3,5,3,1.9642456859533726,10735,0.7822646819350587,11,3,4,1,1.4341352725635261,3,2,1.1846501123950648,1.5876132420396485,1.0143927182504924,1.0510571351745928,False,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False
32,1125,0.9950865624889356,1,33,2,72,1,1,1,-0.41998211256617957,4681,-0.5864173580242138,22,4,2,0,0.14841116175654057,5,3,0.7747243810088977,-0.3528710041543192,1.429952502512088,0.9049235229276625,True,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,True
42,691,0.2520023621193102,4,35,3,48,3,2,2,0.4152204035701731,21173,-1.6217853521327694,11,3,4,1,0.14841116175654057,2,3,0.6487547716317403,0.8826704550237439,1.0143927182504924,-0.31199299600307684,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
44,477,0.11438560306990991,4,36,1,42,2,3,4,1.0272505185151428,2094,0.4489506360843417,14,3,4,1,1.3239380538020686,4,3,1.7495945463358997,0.7144622055422116,1.2395688206485869,1.9110460185440619,False,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False
46,705,-1.0316074699401947,4,38,2,83,3,5,1,1.952608453582748,22822,0.4489506360843417,12,3,4,0,1.2045474989798381,2,2,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.8150542438112763,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False
33,924,-1.0316074699401947,3,39,3,78,3,1,4,-1.0991123936797214,6670,0.7822646819350587,11,3,4,0,-0.3075690972864685,3,3,-1.4784079885513208,-0.8636316179711291,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
44,1459,0.48646440151058035,4,40,4,41,3,2,4,0.3336329534423992,19121,0.019234092976174,13,3,4,0,0.01194059718201139,5,4,-0.2673643643857992,-0.3528710041543192,-0.11727146504788616,0.04493463955819317,False,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,True,False,True
30,125,0.37510474792386383,2,41,4,83,2,1,3,-1.2850155508302092,16117,-0.5864173580242138,13,3,1,0,0.14841116175654057,5,3,0.7747243810088977,-1.7367826544685656,-0.11727146504788616,1.0510571351745928,False,False,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,False
39,895,-0.22173983491699154,3,42,4,56,3,2,4,-1.3692010457942854,3335,0.4489506360843417,14,3,3,1,1.0044283593335894,6,4,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,True,False,True,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False
24,813,-1.5053496669764959,3,45,2,61,3,1,4,-1.2267959395191619,3020,0.019234092976174,16,3,1,1,-0.49876697958303323,2,2,-0.9425126477879964,-1.7367826544685656,0.38349791355828505,-1.675043127180746,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
43,1273,-1.0316074699401947,2,46,4,72,4,1,3,-1.011836106423129,21923,-0.5864173580242138,12,3,4,2,-0.49876697958303323,3,2,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,0.3217892224056365,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False
50,869,-0.6954820319532931,2,47,1,86,2,1,3,-0.9903642935611536,3810,-0.5864173580242138,14,3,3,0,-1.3000568594380468,2,3,-0.5622888525337819,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True
35,890,-1.0316074699401947,3,49,4,97,3,1,4,-1.4220682585036573,9687,-0.5864173580242138,13,3,1,0,-1.711976498306294,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False
36,852,-0.22173983491699154,4,51,2,82,2,1,1,-0.6254538160375251,13072,1.8176326760436148,14,3,4,1,-0.49876697958303323,3,4,-1.4784079885513208,-0.8636316179711291,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True
33,1141,-1.5053496669764959,3,52,3,42,4,2,1,0.05591774382156595,3193,0.019234092976174,19,3,1,2,0.14841116175654057,3,3,-0.026393511770457165,0.009519418526307482,-0.11727146504788616,0.04493463955819317,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False
35,464,-0.43476288709933963,2,53,3,75,3,1,4,-1.4699004006473197,10910,-0.5864173580242138,12,3,3,1,-2.292544621589625,3,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False
27,1240,-1.0316074699401947,4,54,4,33,3,1,1,-1.1956129106341409,19715,-0.5864173580242138,13,3,4,1,-2.292544621589625,6,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
26,1357,1.4915166961003585,3,55,1,48,1,1,3,-1.2267959395191619,10558,-0.5864173580242138,12,3,3,0,-2.292544621589625,2,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-0.8150542438112763,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False
27,994,0.2520023621193102,3,56,4,37,3,3,3,0.7851761317144396,2975,-0.5864173580242138,15,3,4,0,0.01194059718201139,0,3,0.6487547716317403,1.0310406461599277,-0.11727146504788616,0.9049235229276625,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
30,721,-1.5053496669764959,2,57,3,58,3,2,4,-0.38504962081773697,10781,-0.5864173580242138,23,4,4,0,0.38760875109346676,2,3,0.9955165128995432,1.0310406461599277,0.7387994420424154,0.9049235229276625,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False
41,1360,0.6816490610771554,3,58,2,49,3,5,3,1.9993979153644692,16280,-0.5864173580242138,12,3,4,0,1.265486788148442,0,3,1.7495945463358997,1.7558214915211805,2.4509412562230186,1.0510571351745928,True,False,True,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False
34,1065,1.3979954351294148,4,60,2,72,3,2,3,-0.18928539469516692,10034,-1.6217853521327694,20,4,3,0,0.14841116175654057,2,3,0.6487547716317403,0.5202800323431175,1.7403381992547586,0.9049235229276625,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
37,408,1.1849723829470664,2,61,2,73,3,1,2,-0.8112590210546098,10227,0.7822646819350587,21,4,1,0,-0.1389206128713836,1,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
46,1211,-0.22173983491699154,4,62,1,98,3,2,4,0.16292370860484484,20445,0.7822646819350587,21,4,3,0,0.5925087204653425,4,3,0.6487547716317403,0.7144622055422116,-0.9733423721381878,1.0510571351745928,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,True
35,1229,0.2520023621193102,1,63,4,36,4,1,4,-1.2426330000438421,4892,-0.5864173580242138,19,3,4,0,-2.292544621589625,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-0.8150542438112763,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False
48,626,-1.5053496669764959,2,64,1,98,2,3,3,0.057317341119836086,19294,1.8176326760436148,13,3,4,0,1.265486788148442,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,True,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True
28,1434,-0.22173983491699154,4,65,3,50,3,1,3,-0.6157982347921857,11179,-0.5864173580242138,13,3,3,0,-1.711976498306294,3,2,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,True,False,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,True,True
44,1488,-1.5053496669764959,5,68,2,75,3,2,1,0.07760469118324548,4009,1.0546020870847297,21,4,3,1,0.01194059718201139,2,2,-0.2673643643857992,0.009519418526307482,-0.11727146504788616,0.04493463955819317,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True
35,1097,0.5881278001062117,2,70,3,79,2,3,1,0.9727972931144644,8302,0.019234092976174,13,3,3,1,0.14841116175654057,3,3,-0.2673643643857992,-1.7367826544685656,0.38349791355828505,0.04493463955819317,False,True,False,True,False,False,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,True
26,1443,1.3979954351294148,3,72,3,47,2,2,4,-0.3312248730759265,21436,1.484318630192897,19,3,3,1,-0.7194887361547153,2,2,-0.9425126477879964,-0.3528710041543192,-0.9733423721381878,-1.675043127180746,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True
33,515,-1.5053496669764959,2,73,1,98,3,3,4,1.437539917769147,15146,-0.5864173580242138,12,3,3,0,0.6849186648651102,1,3,1.2699494195012964,1.6745229185690997,1.7403381992547586,1.5072938939994467,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,True
35,853,1.125041707062853,5,74,2,71,3,3,1,0.8432266454917574,11031,-0.5864173580242138,22,4,4,1,0.01194059718201139,3,2,0.6487547716317403,1.0310406461599277,-0.11727146504788616,1.0510571351745928,False,False,False,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
35,1142,1.3979954351294148,4,75,3,30,3,1,1,-0.38392404959941484,16002,0.4489506360843417,15,3,3,1,-0.9805471649695675,3,3,-0.9425126477879964,-0.3528710041543192,0.38349791355828505,-0.31199299600307684,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True
31,655,0.11438560306990991,4,76,4,48,3,2,4,0.19976928151183154,9528,0.4489506360843417,22,4,4,1,0.14841116175654057,3,2,0.35383028348375706,0.8826704550237439,-0.11727146504788616,0.9049235229276625,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False
37,1115,-1.5053496669764959,4,77,1,51,2,2,3,0.21949323718313785,2689,-0.5864173580242138,18,3,3,1,-0.3075690972864685,2,4,0.35383028348375706,0.5202800323431175,-0.9733423721381878,0.9049235229276625,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False
32,427,-1.5053496669764959,3,78,1,33,3,2,4,0.2613622993842292,10877,-0.5864173580242138,22,4,2,1,0.01194059718201139,3,3,0.6487547716317403,1.0310406461599277,1.594870349132717,1.0510571351745928,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True
38,653,1.6587145799833682,5,79,4,50,3,2,4,-1.154389561135223,5456,-0.5864173580242138,11,3,4,0,0.14841116175654057,2,3,0.7747243810088977,0.009519418526307482,1.8704636253407945,1.1817781057751064,False,False,False,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False
50,989,0.11438560306990991,2,80,2,43,2,5,3,1.9360673277553386,16701,1.0546020870847297,12,3,4,1,1.5849964826169212,2,2,2.0095827131562163,0.009519418526307482,2.2860234096023904,1.0510571351745928,False,False,True,True,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True
59,1435,1.4915166961003585,3,81,1,99,3,3,1,0.5844707058369843,2354,1.484318630192897,11,3,4,0,1.536454302687859,3,2,1.6908435170264369,1.8321897620139254,1.594870349132717,1.1817781057751064,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
36,1223,0.2520023621193102,3,83,3,59,3,3,3,1.0047507735710701,8202,-0.5864173580242138,13,3,2,3,0.8535671492801944,2,3,1.4256209650104064,1.6745229185690997,2.194496414003837,1.0510571351745928,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False
55,836,0.2520023621193102,3,84,4,33,3,4,3,1.5761806511580971,19730,0.019234092976174,14,3,3,3,1.140898923908119,2,3,-0.026393511770457165,-1.7367826544685656,-0.9733423721381878,-0.31199299600307684,False,False,True,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True
36,1195,0.5881278001062117,3,85,2,95,2,2,2,0.34153025755970945,22656,-0.5864173580242138,13,3,3,0,-0.49876697958303323,3,3,0.177344441121138,0.5202800323431175,-0.9733423721381878,0.04493463955819317,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
45,1339,0.11438560306990991,3,86,2,59,3,3,1,0.9482243602694389,18787,0.019234092976174,17,3,3,1,1.3800965132450453,2,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False
35,664,-1.5053496669764959,3,88,2,79,3,1,1,-1.293225439180318,5868,0.7822646819350587,13,3,4,1,-0.7194887361547153,2,2,-0.5622888525337819,-0.3528710041543192,-0.11727146504788616,-0.31199299600307684,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,False
36,318,0.37510474792386383,3,90,4,79,2,1,3,-0.6391653589672939,21777,-1.6217853521327694,17,3,1,1,-1.711976498306294,0,2,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,True,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,True,False,True
59,1225,-1.5053496669764959,1,91,1,57,2,2,3,0.0828404373073667,24668,1.484318630192897,11,3,4,0,1.0742889058518768,2,2,-0.2673643643857992,0.009519418526307482,-0.11727146504788616,0.04493463955819317,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False
29,1328,-1.0316074699401947,3,94,3,76,3,1,2,-0.9791851284467011,4956,-1.6217853521327694,23,4,4,1,-0.49876697958303323,3,3,-0.026393511770457165,0.29061126825485295,-0.9733423721381878,0.3217892224056365,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
31,1082,-1.5053496669764959,4,95,3,87,3,1,2,-1.0961001369744874,18775,-0.5864173580242138,17,3,2,0,-2.292544621589625,4,3,-1.4784079885513208,-0.8636316179711291,-0.11727146504788616,-1.675043127180746,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
32,548,-1.5053496669764959,3,96,2,66,3,2,2,0.275467367670358,7346,-0.5864173580242138,17,3,2,2,0.14841116175654057,3,3,0.7747243810088977,0.29061126825485295,-0.9733423721381878,1.1817781057751064,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False
36,132,-0.041631410602158754,3,97,2,55,4,1,4,-0.8033100662724506,22002,0.4489506360843417,12,3,2,0,-0.7194887361547153,3,3,-1.4784079885513208,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False
31,746,0.2520023621193102,4,98,3,61,3,2,4,-0.23750811319986515,20682,-0.5864173580242138,23,4,4,0,0.27299902599686326,2,3,0.889725624247082,0.8826704550237439,-0.11727146504788616,1.0510571351745928,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False
35,776,-1.5053496669764959,4,100,3,32,2,2,1,-0.2761123290121364,23016,-1.6217853521327694,14,3,2,0,0.7717244644490785,2,3,1.2699494195012964,1.5876132420396485,0.38349791355828505,1.0510571351745928,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False
45,193,-0.041631410602158754,4,101,4,52,3,3,1,1.413518358294565,15067,0.7822646819350587,14,3,2,0,0.8535671492801944,3,4,-2.39452712456886,-1.7367826544685656,-0.9733423721381878,-1.675043127180746,False,False,True,True,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True
37,397,0.11438560306990991,4,102,1,30,3,3,3,1.4604131111813954,25258,0.7822646819350587,13,3,1,0,0.7717244644490785,3,4,-0.026393511770457165,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,True,False
46,945,-0.22173983491699154,2,103,2,80,3,2,2,-0.04693373390806305,10425,1.660253538085118,22,4,4,1,0.7717244644490785,2,3,-0.2673643643857992,-0.3528710041543192,-0.9733423721381878,-0.31199299600307684,False,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True
30,852,-1.5053496669764959,1,104,4,55,2,2,4,-0.015774518770895782,15998,-0.5864173580242138,12,3,3,2,0.14841116175654057,1,2,0.7747243810088977,1.0310406461599277,0.7387994420424154,-1.675043127180746,False,False,True,True,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True
35,1214,-1.5053496669764959,3,105,2,30,2,1,3,-0.8947241161925568,26278,-0.5864173580242138,18,3,1,0,-0.49876697958303323,3,3,0.177344441121138,0.29061126825485295,-0.9733423721381878,0.3217892224056365,False,False,True,True,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False
55,111,-1.5053496669764959,2,106,1,70,3,3,4,1.0259276193502374,18092,0.4489506360843417,14,3,4,1,1.3239380538020686,4,3,-1.4784079885513208,-1.7367826544685656,-0.11727146504788616,-1.675043127180746,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,False
38,573,-0.041631410602158754,3,107,2,79,1,2,4,0.042697550312193765,15717,1.484318630192897,12,3,4,3,0.8535671492801944,3,3,1.0934635771386776,1.3934310688405542,-0.11727146504788616,1.1817781057751064,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True
34,1153,-1.5053496669764959,2,110,1,94,3,2,2,-0.27158037834690624,17736,-0.5864173580242138,15,3,3,0,-0.7194887361547153,2,3,-0.026393511770457165,-0.3528710041543192,-0.11727146504788616,0.04493463955819317,False,False,True,True,False,False,False,True,False,False,True,False,False,True,False,False,False,False,False,True,False,False
56,1400,0.11438560306990991,3,112,4,49,1,3,4,0.5082484298040492,21698,0.7822646819350587,11,3,1,0,1.9234714500101182,3,2,0.177344441121138,0.29061126825485295,-0.9733423721381878,-0.31199299600307684,False,False,True,True,False,True,False,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False
